Class,By part,Book,Book end,Number,Number,Identifier,Other book,Page number,Book vol,actual volumes’ number,Name,Deputy by name,Translator,Goryeo,Korean,Remarks,number of notes,Annotated by,Related classic,References
續諸宗部,續諸宗部九,78,78,2461,2461,0,,1,1,1,大和尚奉為平安城太上天皇灌頂文,,日本 空海撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2462,2462,0,,4,1,1,三昧耶戒序,,日本 空海撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2463,2463,0,,6,1,1,祕密三昧耶佛戒儀,,日本 空海撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2464,2464,0,,9,1,1,五部陀羅尼問答偈讚宗祕論,,日本 空海撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2465,2465,0,,24,1,1,檜尾口訣,,日本 實慧撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2466,2466,0,,32,1,1,高雄口訣,,日本 真濟撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2467,2467,0,,37,1,1,五部肝心記,,日本 真濟撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2468,2468,0,,39,2,2,要尊道場觀,,日本 淳祐撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2469,2469,0,,65,1,1,不灌鈴等記,,日本 真寂親王撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2470,2470,0,,66,1,1,具支灌頂儀式,,日本 元杲撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2471,2471,0,,71,1,1,金剛界九會密記,,日本 元杲撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2472,2472,0,,74,1,1,胎藏界三部祕釋,,日本 元杲撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2473,2473,0,,76,7,7,小野六帖,,日本 仁海撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2474,2474,0,,104,1,1,五相成身義問答抄,,日本 濟暹撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2475,2475,0,,115,1,1,十八契印義釋生起,,日本 定深撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2476,2476,0,,125,7,7,別行,,日本 寬助撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2477,2477,0,,187,1,1,柿袋,,日本 真譽撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2478,2478,0,,192,1,1,要尊法,,日本 永嚴撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2479,2479,0,,209,2,2,勝語集,,日本 惠什撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2480,2480,0,,220,1,1,事相料簡,,日本 覺印記,,,,,,,
續諸宗部,續諸宗部九,78,78,2481,2481,0,,222,1,1,轉非命業抄,,日本 賢覺抄,,,,,,,
續諸宗部,續諸宗部九,78,78,2482,2482,0,,224,4,4,傳受集,,日本 寬信撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2483,2483,0,,258,1,1,厚造紙,,日本 元海記,,,,,,,
續諸宗部,續諸宗部九,78,78,2484,2484,0,,289,15,15,諸尊要抄,,日本 實運撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2485,2485,0,,339,10,10,祕藏金寶鈔,,日本 實運撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2486,2486,0,,376,4,4,玄祕抄,,日本 實運撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2487,2487,0,,414,1,1,治承記,,日本 勝賢撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2488,2488,0,,423,10,10,澤鈔,,日本 覺成記．守覺親王輯,,,,,,,
續諸宗部,續諸宗部九,78,78,2489,2489,0,,483,18,18,祕鈔,,日本 勝賢記．守覺親王輯,,,,,,,cf.No.2536
續諸宗部,續諸宗部九,78,78,2490,2490,0,,584,2,2,異尊抄,,日本 守覺親王撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2491,2491,0,,601,1,1,右記,,日本 守覺親王撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2492,2492,0,,607,1,1,左記,,日本 守覺親王撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2493,2493,0,,610,1,1,御記,,日本 守覺親王撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2494,2494,0,,617,1,1,追記,,日本 守覺親王撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2495,2495,0,,620,16,16,薄雙紙,,日本 成賢撰,,,,,,,cf.No.2535
續諸宗部,續諸宗部九,78,78,2496,2496,0,,691,6,6,遍口鈔,,日本 成賢口．道教記,,,,,,,
續諸宗部,續諸宗部九,78,78,2497,2497,0,,702,1,1,實歸鈔,,日本 深賢集,,,,,,,
續諸宗部,續諸宗部九,78,78,2498,2498,0,,717,5,5,幸心鈔,,日本 憲深口．親快記,,,,,,,
續諸宗部,續諸宗部九,78,78,2499,2499,0,,753,3,3,傳法灌頂私記,,日本 教舜記,,,,,,,
續諸宗部,續諸宗部九,78,78,2500,2500,0,,769,4,4,四卷,,日本 興然撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2501,2501,0,,829,4,4,師口,,日本 榮然撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2502,2502,0,,879,3,3,行法肝葉鈔,,日本 道範記,,,,,,,
續諸宗部,續諸宗部九,78,78,2503,2503,0,,892,1,1,授寶性院宥快記,,日本 興雅記,,,,,,,
續諸宗部,續諸宗部九,78,78,2504,2504,0,,895,4,4,中院流四度口傳,,日本 宥快撰,,,,,,,
續諸宗部,續諸宗部九,78,78,2505,2505,0,,909,1,1,中院流事,,日本 宥快口．成雄記,,,,,,,
續諸宗部,續諸宗部九,78,78,2506,2506,0,,911,1,1,中院流大事聞書,,日本 宥快口．成雄記,,,,,,,
續諸宗部,續諸宗部九,78,78,2507,2507,0,,912,1,1,傳屍病口傳,,,,,,,,,
續諸宗部,續諸宗部九,78,78,2508,2508,0,,915,1,1,傳屍病炙治,,,,,,,,,
續諸宗部,續諸宗部九,78,78,2509,2509,0,,915,1,1,偽書論,,日本 恭畏述,,,,,,,
續諸宗部,續諸宗部十,79,79,2510,2510,0,,1,1,1,顯密不同頌,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2511,2511,0,,1,1,1,真言宗即身成佛義章,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2512,2512,0,,8,1,1,◇字祕釋,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2513,2513,0,,9,1,1,◇字義,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2514,2514,0,,11,1,1,五輪九字明祕密釋,,日本 覺鍐撰,,,,,,國-諸宗20,
續諸宗部,續諸宗部十,79,79,2515,2515,0,,22,1,1,密嚴淨土略觀,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2516,2516,0,,24,1,1,祕密莊嚴傳法灌頂一異義,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2517,2517,0,,25,1,1,十八道沙汰,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2518,2518,0,,27,1,1,金剛頂經蓮花部心念誦次第沙汰,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2519,2519,0,,33,1,1,胎藏界沙汰,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2520,2520,0,,35,1,1,心月輪祕釋,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2521,2521,0,,42,1,1,真言淨菩提心私記,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2522,2522,0,,48,1,1,阿彌陀祕釋,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2523,2523,0,,49,1,1,真言宗義,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2524,2524,0,,50,1,1,祕密莊嚴不二義章,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2525,2525,0,,52,1,1,真言三密修行問答,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2526,2526,0,,53,1,1,勸發頌,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2527,2527,0,,53,1,1,密嚴院發露懺悔文,,日本 覺鍐撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2528,2528,0,,55,1,1,諸宗教理同異釋,,日本 賴瑜撰,,,,,,國-諸宗25,
續諸宗部,續諸宗部十,79,79,2529,2529,0,,61,2,2,十八道口決,,日本 賴瑜撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2530,2530,0,,72,1,1,野金口決鈔,,日本 賴瑜撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2531,2531,0,,79,2,2,野胎口決鈔,,日本 賴瑜撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2532,2532,0,,89,1,1,護摩口決,,日本 賴瑜撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2533,2533,0,,98,3,3,金界發惠抄,,日本 賴瑜記,,,,,,,
續諸宗部,續諸宗部十,79,79,2534,2534,0,,145,3,3,胎藏入理鈔,,日本 賴瑜記,,,,,,,
續諸宗部,續諸宗部十,79,79,2535,2535,0,,175,21,21,薄草子口決,,日本 賴瑜撰,,,,,,,cf.No.2495
續諸宗部,續諸宗部十,79,79,2536,2536,0,,301,22,22,祕鈔問答,,日本 賴瑜撰,,,,,,,cf.No.2489
續諸宗部,續諸宗部十,79,79,2537,2537,0,,591,1,1,釋摩訶衍論第十廣短冊,,日本 順繼撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2538,2538,0,,604,10,10,大疏百條第三重,,日本 聖憲撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2539,2539,0,,762,1,1,自證說法,,日本 聖憲撰,,,,,,,
續諸宗部,續諸宗部十,79,79,2540,2540,0,,776,10,10,大疏談義,,日本 運敞撰,,,,,,國-諸宗25,
續諸宗部,續諸宗部十,79,79,2541,2541,0,,804,2,2,祕密因緣管絃相成義,,日本 法住記,,,,,,,
續諸宗部,續諸宗部十,79,79,2542,2542,0,,819,1,1,讀書二十二則,,日本 戒定撰,,,,,,,
續諸宗部,續諸宗部十一,80,80,2543,2543,0,,1,3,3,興禪護國論,,日本 榮西撰,,,,,,"縮-霜8,國-諸宗23",
續諸宗部,續諸宗部十一,80,80,2544,2544,0,,17,1,1,聖一國師語錄,,日本 圓爾辨圓語、嗣孫師鍊纂,,,,,,佛全-95,
續諸宗部,續諸宗部十一,80,80,2545,2545,0,,23,1,1,寶覺禪師語錄,,日本 東山湛照語,,,,,,,
續諸宗部,續諸宗部十一,80,80,2546,2546,0,,27,2,2,佛照禪師語錄,,日本 白雲慧曉語、嗣法希等輯,,,,,,,
續諸宗部,續諸宗部十一,80,80,2547,2547,0,,46,3,3,大覺禪師語錄,,日本 蘭溪道隆語、侍者圓顯等編,,,,,,佛全-95,
續諸宗部,續諸宗部十一,80,80,2548,2548,0,,94,2,2,圓通大應國師語錄,,日本 南浦紹明語、侍者祖照等編,,,,,,國-諸宗23,
續諸宗部,續諸宗部十一,80,80,2549,2549,0,,129,10,10,佛光國師語錄,,日本 子元祖元語、侍者一真等編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2550,2550,0,,250,1,1,圓鑑國師語錄,,日本 藏山順空語．侍者編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2551,2551,0,,257,2,2,佛國禪師語錄,,日本 高[山/夆]顯日語、侍者妙環等編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2552,2552,0,,285,3,3,南院國師語錄,,日本 規庵祖圓語、侍者慧真等編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2553,2553,0,,311,2,2,一山國師語錄,,日本 一山一寧語、侍者了真等編,,,,,,佛全-95,
續諸宗部,續諸宗部十一,80,80,2554,2554,0,,334,4,4,竺僊和尚語錄,,日本 竺僊梵仙語、侍者裔堯等編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2555,2555,0,,449,3,3,夢[窗/心]國師語錄,,日本 夢[窗/心][疏-(梳-木)+束]石語、侍者本元等編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2556,2556,0,,508,4,4,義堂和尚語錄,,日本 義堂周信語、門人中圓等編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2557,2557,0,,544,1,1,閻浮集,,日本 鐵舟德濟撰,,,,,,,
續諸宗部,續諸宗部十一,80,80,2558,2558,0,,563,6,6,鹽山拔隊和尚語錄,,日本 拔隊得勝語,,,,,,,
續諸宗部,續諸宗部十一,80,80,2559,2559,0,,615,1,1,無文禪師語錄,,日本 無文元選語,,,,,,,
續諸宗部,續諸宗部十一,80,80,2560,2560,0,,632,8,8,智覺普明國師語錄,,日本 春屋妙葩語、侍者周佐等編,,,,,,,
續諸宗部,續諸宗部十一,80,80,2561,2561,0,,731,2,2,絕海和尚語錄,,日本 絕海中津語、小師俊承等編,,,,,書前目錄頁碼為749,,
續諸宗部,續諸宗部十二,81,81,2562,2562,0,,1,2,2,常光國師語錄,,日本 空谷明應、侍者編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2563,2563,0,,46,6,6,大通禪師語錄,,日本 愚中周及語、侍者某甲編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2564,2564,0,,101,2,2,永源寂室和尚語錄,,日本 寂室玄光語,,,,,,,
續諸宗部,續諸宗部十二,81,81,2565,2565,0,,136,5,5,佛頂國師語錄,,日本 一絲文守語．文光編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2566,2566,0,,191,3,3,大燈國師語錄,,日本 宗[山/夆]妙超語、侍者性智等編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2567,2567,0,,242,2,2,徹翁和尚語錄,,日本 徹翁義享語．遠孫禪興編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2568,2568,0,,271,1,1,雪江和尚語錄,,日本 雪江宗深語．遠孫禪悅輯,,,,,,,
續諸宗部,續諸宗部十二,81,81,2569,2569,0,,286,2,2,景川和尚語錄,,日本 景川宗隆語．侍者某等編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2570,2570,0,,313,2,2,虎穴錄,,日本 悟溪宗頓語、門人某等編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2571,2571,0,,347,6,6,少林無孔笛,,日本 東陽英朝語．侍者某等編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2572,2572,0,,412,4,4,見桃錄,,日本 大休宗林語．遠孫比丘某等編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2573,2573,0,,479,3,3,西源德芳和尚語錄,,日本 特芳禪傑語．遠孫宗怡重編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2574,2574,0,,511,7,7,槐安國語,,日本 白隱慧鶴語,,,,,,,
續諸宗部,續諸宗部十二,81,81,2575,2575,0,,581,2,2,宗門無盡燈論,,日本 東嶺圓慈撰,,,,,,,
續諸宗部,續諸宗部十二,81,81,2576,2576,0,,605,5,5,五家參祥要路門,,日本 東嶺圓慈編,,,,,,,
續諸宗部,續諸宗部十二,81,81,2577,2577,0,,619,1,1,大鑑清規,,日本 清拙正澄撰,,,,,,,
續諸宗部,續諸宗部十二,81,81,2578,2578,0,,624,5,5,諸回向清規,,日本 天倫楓隱撰,,,,,,,
續諸宗部,續諸宗部十二,81,81,2579,2579,0,,688,3,3,小叢林清規,,日本 無著道忠撰,,,,,,,
續諸宗部,續諸宗部十三,82,82,2580,2580,0,,1,1,1,普勸坐禪儀,,日本 道元撰,,,,,,國-諸宗23,
續諸宗部,續諸宗部十三,82,82,2581,2581,0,,2,1,1,學道用心集,,日本 道元撰,,,,,,國-諸宗23,
續諸宗部,續諸宗部十三,82,82,2582,2582,0,,7,95,95,正法眼藏,,日本 道元撰,,,,,,,
續諸宗部,續諸宗部十三,82,82,2583,2583,0,,311,1,1,永平元和尚頌古,,日本 道元語、侍者詮慧等編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2584,2584,0,,319,2,2,永平清規,,日本 道元撰,,,,,,國-諸宗23,
續諸宗部,續諸宗部十三,82,82,2585,2585,0,,343,2,2,傳光錄,,日本 瑩山紹瑾語．侍者編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2586,2586,0,,412,1,1,坐禪用心記,,日本 瑩山紹瑾撰,,,,,,國-諸宗23,
續諸宗部,續諸宗部十三,82,82,2587,2587,0,,414,1,1,信心銘拈提,,日本 瑩山紹瑾撰,,,,,,,
續諸宗部,續諸宗部十三,82,82,2588,2588,0,,422,1,1,十種[束*力]問奏對集,,日本 瑩山紹瑾語．侍者編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2589,2589,0,,423,2,2,瑩山清規,,日本 瑩山紹瑾撰,,,,,,,
續諸宗部,續諸宗部十三,82,82,2590,2590,0,,453,1,1,光明藏三昧,,日本 孤雲懷奘記,,,,,,,
續諸宗部,續諸宗部十三,82,82,2591,2591,0,,460,2,2,義雲和尚語錄,,日本 義雲語、侍者圓宗等編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2592,2592,0,,478,2,2,通幻靈禪師漫錄,,日本 通幻寂靈語、門人普濟編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2593,2593,0,,487,1,1,實峰禪師語錄,,日本 實[山/夆]良秀語、門人慈恩等編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2594,2594,0,,498,3,3,普濟和尚語錄,,日本 普濟善救語、門入禪雄等編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2595,2595,0,,521,4,4,月坡禪師語錄,,日本 月坡道印語、侍者元湛等編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2596,2596,0,,549,2,2,月舟和尚遺錄,,日本 月舟宗胡語、侍者曹源編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2597,2597,0,,559,1,1,獨菴獨語,,日本 獨菴玄光撰,,,,,,,
續諸宗部,續諸宗部十三,82,82,2598,2598,0,,571,4,4,東林語錄,,日本 卍山道白語、門人湛堂等編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2599,2599,0,,615,1,1,禪戒訣,,日本 卍山道白語、門人白龍編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2600,2600,0,,618,3,3,報恩編,,日本 天桂傳尊語．侍者記,,,,,,,
續諸宗部,續諸宗部十三,82,82,2601,2601,0,,646,1,1,禪戒鈔,,日本 萬仞道坦輯,,,,,,,
續諸宗部,續諸宗部十三,82,82,2602,2602,0,,656,4,4,心學典論,,日本 無隱道費撰,,,,,,,
續諸宗部,續諸宗部十三,82,82,2603,2603,0,,685,4,4,荒田隨筆,,日本 指月慧印撰,,,,,,,
續諸宗部,續諸宗部十三,82,82,2604,2604,0,,721,1,1,建康普說,,日本 面山瑞芳語、門人本猛等編,,,,,,,
續諸宗部,續諸宗部十三,82,82,2605,2605,0,,739,3,3,普照國師語錄,,日本 隱元隆琦語、門人性[王*舀]等編,,,,,,,cf.No.2606
續諸宗部,續諸宗部十三,82,82,2606,2606,0,,755,2,2,普照國師法語,,日本 隱元隆琦語、門人性杲等編,,,,,,國-諸宗23,cf.No.2605
續諸宗部,續諸宗部十三,82,82,2607,2607,0,,766,1,1,黃檗清規,,日本 隱元隆琦語．法孫性潡等編,,,,,,,
續諸宗部,續諸宗部十四,83,83,2608,2608,0,,1,1,1,選擇本願念佛集,,日本 源空撰,,,,,,"縮-霜7,國-諸宗22","cf.Nos.2609,2610,2620"
續諸宗部,續諸宗部十四,83,83,2609,2609,0,,20,2,2,徹選擇本願念佛集,,日本 辨阿聖光撰,,,,,,,"cf.Nos.2608,2610"
續諸宗部,續諸宗部十四,83,83,2610,2610,0,,34,5,5,選擇傳弘決疑鈔,,日本 良忠述,,,,,,,"cf.No.2608,2609"
續諸宗部,續諸宗部十四,83,83,2611,2611,0,,105,15,15,黑谷上人語燈錄,,日本 源空撰．了惠道光輯,,,,,,縮-藏7,cf.No.2612
續諸宗部,續諸宗部十四,83,83,2612,2612,0,,239,3,3,拾遺黑谷上人語燈錄,,日本 源空撰．了惠道光輯,,,,,,,cf.No.2611
續諸宗部,續諸宗部十四,83,83,2613,2613,0,,269,1,1,末代念佛授手印,,日本 辨阿聖光撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2614,2614,0,,274,1,1,淨土二藏二教略頌,,日本 了譽聖冏撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2615,2615,0,,278,3,3,歸命本願抄,,日本 向阿證賢撰,,,,,,,"cf.Nos.2616,2617"
續諸宗部,續諸宗部十四,83,83,2616,2616,0,,292,2,2,西要抄,,日本 向阿證賢撰,,,,,,,"cf.Nos.2615,2617"
續諸宗部,續諸宗部十四,83,83,2617,2617,0,,304,2,2,父子相迎,,日本 向阿證賢撰,,,,,,,"cf.Nos.2516,2517"
續諸宗部,續諸宗部十四,83,83,2618,2618,0,,314,1,1,大原談義聞書鈔,,,,,,,,,
續諸宗部,續諸宗部十四,83,83,2619,2619,0,,319,1,1,蓮門學則,,日本 大玄撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2620,2620,0,,329,5,5,撰擇密要決,,日本 證空記,,,,,,佛全-63,
續諸宗部,續諸宗部十四,83,83,2621,2621,0,,371,1,1,修業要決,,日本 證空記,,,,,,佛全-63,
續諸宗部,續諸宗部十四,83,83,2622,2622,0,,381,1,1,當麻曼荼羅供式,,日本 證空記,,,,,,佛全-63,
續諸宗部,續諸宗部十四,83,83,2623,2623,0,,383,1,1,曼荼羅八講論義抄,,日本 證空撰,,,,,,佛全-63,
續諸宗部,續諸宗部十四,83,83,2624,2624,0,,395,2,2,女院御書,,日本 證空撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2625,2625,0,,405,1,1,鎮勸用心,,日本 證空撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2626,2626,0,,405,1,1,流祖上人箇條名目,,日本 證空撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2627,2627,0,,410,1,1,觀經名目證據十七箇條,,日本 淨音撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2628,2628,0,,414,1,1,西山口決傳密鈔,,日本 淨音記,,,,,,,
續諸宗部,續諸宗部十四,83,83,2629,2629,0,,425,3,3,淨土宗要集,,日本 道教顯意撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2630,2630,0,,462,2,2,竹林鈔,,日本 道教顯意撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2631,2631,0,,479,1,1,菩薩藏頓教一乘海義決,,日本 道教顯意述,,,,,,,
續諸宗部,續諸宗部十四,83,83,2632,2632,0,,488,1,1,難易二道血脈圖論,,日本 道教顯意記,,,,,,,
續諸宗部,續諸宗部十四,83,83,2633,2633,0,,490,1,1,華山院家四十八問答,,日本 道教顯意撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2634,2634,0,,495,1,1,觀經四品知識義,,日本 道教顯意述,,,,,,,
續諸宗部,續諸宗部十四,83,83,2635,2635,0,,498,1,1,仙洞三心義問答記,,日本 道教顯意撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2636,2636,0,,507,1,1,淨土宗建立私記,,日本 道教顯意撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2637,2637,0,,509,1,1,淨土童蒙指歸名目,,日本 行觀覺融撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2638,2638,0,,512,1,1,淨土宗法門大圖,,日本 行觀覺融撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2639,2639,0,,514,1,1,淨土法門大圖名目,,日本 行觀覺融撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2640,2640,0,,520,1,1,淨土口決集,,日本 行觀覺融撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2641,2641,0,,528,1,1,座右鈔,,日本 實道惠仁撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2642,2642,0,,532,1,1,初心行護鈔,,日本 實道惠仁撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2643,2643,0,,534,1,1,講院學堂通規,,日本 實道惠仁撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2644,2644,0,,535,3,3,愚要鈔,,日本 光雲明秀撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2645,2645,0,,576,1,1,西山復古篇,,日本 後鳳妙瑞記,,,,,,,
續諸宗部,續諸宗部十四,83,83,2646,2646,0,,589,6,6,顯淨土真實教行證文類,,日本 親鸞撰,,,,,,"縮-霜9,國-諸宗22",
續諸宗部,續諸宗部十四,83,83,2647,2647,0,,644,1,1,淨土文類聚鈔,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2648,2648,0,,647,2,2,愚禿鈔,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2649,2649,0,,654,1,1,入出二門偈頌,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2650,2650,0,,655,1,1,淨土和讚,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2651,2651,0,,660,1,1,淨土高僧和讚,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2652,2652,0,,664,1,1,正像末法和讚,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2653a,2653,0,a,669,1,1,皇太子聖德奉讚,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2653b,2653,1,b,669,1,1,皇太子聖德奉讚,,愚禿親鸞作,,,,,,,異本
續諸宗部,續諸宗部十四,83,83,2654a,2654,0,a,672,1,1,淨土三經往生文類,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2654b,2654,1,b,674,1,1,淨土三經往生文類,,,,,,,,,異本
續諸宗部,續諸宗部十四,83,83,2655a,2655,0,a,677,1,1,如來二種迴向文,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2655b,2655,1,b,678,1,1,往相迴向還相迴向文類,,,,,,,,,異本
續諸宗部,續諸宗部十四,83,83,2656a,2656,0,a,679,2,2,尊號真像銘文,,日本 親鸞撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2656b,2656,1,b,688,1,1,尊號真像銘文,,,,,,,,,異本
續諸宗部,續諸宗部十四,83,83,2657,2657,0,,694,1,1,一念多念文意,,日本 親鸞撰,,,,,,,cf.No.2677
續諸宗部,續諸宗部十四,83,83,2658a,2658,0,a,699,1,1,唯信鈔文意,,日本 親鸞撰,,,,,,,cf.No.2675
續諸宗部,續諸宗部十四,83,83,2658b,2658,1,b,705,1,1,唯信鈔文意,,,,,,,,,異本
續諸宗部,續諸宗部十四,83,83,2659,2659,0,,711,2,2,末燈鈔,,日本 從覺編,,,,,,,日本
續諸宗部,續諸宗部十四,83,83,2660,2660,0,,722,1,1,親鸞聖人御消息集,,,,,,,,,
續諸宗部,續諸宗部十四,83,83,2661,2661,0,,728,1,1,歎異抄,,,,,,,,,
續諸宗部,續諸宗部十四,83,83,2662,2662,0,,735,1,1,執持鈔,,日本 覺如宗昭撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2663,2663,0,,738,3,3,口傳鈔,,日本 覺如宗昭撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2664,2664,0,,750,2,2,本願寺聖人親鸞傳繪,,日本 覺如宗昭撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2665,2665,0,,755,1,1,報恩講式,,日本 覺如宗昭撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2666,2666,0,,757,1,1,歎德文,,日本 存覺光玄撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2667,2667,0,,758,2,2,淨土真要鈔,,日本 存覺光玄撰,,,,,,,
續諸宗部,續諸宗部十四,83,83,2668,2668,0,,771,5,5,蓮如上人御文,,日本 圓如光融編,,,,,,,
